,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
656,Middle-Age,Yes,Travel_Rarely,Very High,Research & Development,Very Long,Master,Life Sciences,Low,Male,Very High,High,1,Laboratory Technician,High,Single,Low,High,1,Yes,Very High,Outstanding,High,0,<= 6 years,2,Bad,<= 3 years,<= 2 years,None,<= 2 years
657,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Below College,Medical,Low,Female,Average,Medium,1,Laboratory Technician,Medium,Divorced,Low,Low,6,No,Average,Excellent,High,3,7 to 10 years,5,Better,4 to 5 years,3 years,None,3 years
658,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,College,Life Sciences,Medium,Male,Average,High,1,Research Scientist,High,Married,Low,Low,1,Yes,Average,Excellent,Very High,0,7 to 10 years,0,Better,6 to 9 years,4 to 7 years,Over 3 years,<= 2 years
659,Middle-Age,No,Travel_Rarely,Very High,Sales,Normal,Master,Medical,Low,Male,Very High,High,2,Sales Executive,High,Single,Average,Very High,1,No,Average,Excellent,Medium,0,<= 6 years,3,Better,4 to 5 years,<= 2 years,None,<= 2 years
660,Old,Yes,Travel_Frequently,Very High,Research & Development,Short,Below College,Life Sciences,Very High,Male,Average,Medium,1,Laboratory Technician,Medium,Divorced,Low,Average,9,Yes,Average,Excellent,Very High,1,<= 6 years,3,Good,<= 3 years,<= 2 years,None,<= 2 years
661,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Bachelor,Life Sciences,Low,Female,Average,High,2,Manufacturing Director,High,Divorced,Average,Very High,4,No,Very High,Outstanding,High,1,<= 6 years,2,Best,<= 3 years,<= 2 years,None,<= 2 years
662,Young,Yes,Travel_Rarely,Very High,Sales,Short,Bachelor,Medical,High,Female,Average,Medium,1,Sales Representative,Medium,Single,Low,Very High,1,No,Average,Excellent,Very High,0,<= 6 years,3,Good,<= 3 years,<= 2 years,None,<= 2 years
663,Young,Yes,Travel_Rarely,Very High,Research & Development,Very Long,Below College,Other,Very High,Female,Average,High,1,Research Scientist,High,Single,Low,Average,1,No,Very High,Excellent,Low,0,<= 6 years,3,Good,<= 3 years,<= 2 years,None,<= 2 years
664,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Below College,Life Sciences,High,Male,High,High,2,Healthcare Representative,High,Married,High,Low,0,Yes,High,Excellent,Low,1,Over 15 years,2,Good,Over 9 years,Over 7 years,Over 3 years,Over 7 years
665,Middle-Age,No,Travel_Rarely,Very High,Sales,Short,Master,Life Sciences,Very High,Female,Average,Medium,1,Sales Representative,Medium,Single,Average,Average,1,Yes,High,Excellent,Low,0,<= 6 years,3,Good,<= 3 years,<= 2 years,1 year,<= 2 years
666,Young,Yes,Travel_Rarely,Very High,Research & Development,Normal,Below College,Life Sciences,Medium,Female,Low,High,2,Manufacturing Director,High,Married,Average,Average,0,Yes,Very High,Excellent,Low,1,<= 6 years,3,Best,<= 3 years,<= 2 years,None,<= 2 years
667,Middle-Age,Yes,Travel_Rarely,Very High,Research & Development,Short,Master,Life Sciences,Medium,Female,Average,Low,1,Laboratory Technician,Low,Divorced,Low,High,4,Yes,Average,Excellent,High,1,7 to 10 years,1,Good,6 to 9 years,4 to 7 years,1 year,<= 2 years
668,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Bachelor,Medical,High,Female,High,High,1,Research Scientist,High,Divorced,Low,Average,5,No,High,Excellent,Medium,1,<= 6 years,2,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
669,Middle-Age,Yes,Travel_Rarely,Very High,Research & Development,Normal,Bachelor,Medical,Very High,Male,High,High,1,Laboratory Technician,High,Married,Low,Low,7,Yes,Very High,Outstanding,Very High,0,7 to 10 years,2,Bad,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
670,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Bachelor,Life Sciences,Medium,Female,High,High,1,Research Scientist,High,Single,Low,High,1,No,Very High,Excellent,High,0,<= 6 years,2,Better,<= 3 years,<= 2 years,None,<= 2 years
671,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Bachelor,Life Sciences,Medium,Male,High,High,1,Laboratory Technician,High,Divorced,Low,Low,1,No,Average,Excellent,Medium,2,<= 6 years,3,Better,<= 3 years,<= 2 years,1 year,<= 2 years
672,Middle-Age,No,Travel_Rarely,Very High,Sales,Long,College,Medical,High,Female,High,Medium,2,Sales Executive,Medium,Single,High,Low,7,No,High,Excellent,Low,0,7 to 10 years,6,Better,4 to 5 years,4 to 7 years,None,3 years
673,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,Master,Other,High,Male,Very High,Medium,1,Research Scientist,Medium,Single,Low,Low,3,Yes,Low,Excellent,Medium,0,<= 6 years,1,Better,<= 3 years,<= 2 years,None,<= 2 years
674,Old,No,Travel_Rarely,Very High,Research & Development,Normal,Bachelor,Technical Degree,High,Female,Low,Medium,3,Healthcare Representative,Medium,Divorced,Very High,Average,2,Yes,Average,Excellent,Very High,1,Over 15 years,3,Better,6 to 9 years,<= 2 years,None,Over 7 years
675,Middle-Age,No,Travel_Rarely,Very High,Sales,Normal,Master,Life Sciences,Medium,Male,Low,Medium,1,Sales Representative,Medium,Married,Low,Average,3,No,High,Excellent,Medium,0,11 to 15 years,2,Best,6 to 9 years,4 to 7 years,Over 3 years,<= 2 years
676,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Below College,Life Sciences,Very High,Female,Average,High,2,Healthcare Representative,High,Married,Average,High,1,Yes,Very High,Outstanding,Very High,1,7 to 10 years,2,Bad,Over 9 years,4 to 7 years,None,4 to 7 years
677,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,College,Other,Low,Female,Average,High,3,Laboratory Technician,High,Married,High,Very High,4,No,Low,Excellent,High,1,Over 15 years,3,Good,Over 9 years,Over 7 years,1 year,4 to 7 years
678,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Master,Medical,Very High,Male,Average,High,1,Research Scientist,High,Married,Low,Low,4,No,High,Excellent,Low,2,11 to 15 years,2,Good,<= 3 years,<= 2 years,None,<= 2 years
679,Middle-Age,No,Non-Travel,Very High,Sales,Very Long,College,Marketing,Very High,Female,Low,High,2,Sales Executive,High,Married,High,Very High,1,No,Average,Excellent,Very High,1,7 to 10 years,2,Good,6 to 9 years,Over 7 years,None,<= 2 years
680,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Master,Other,Medium,Male,Average,High,1,Research Scientist,High,Single,Average,Very High,2,No,High,Excellent,High,0,7 to 10 years,6,Better,6 to 9 years,<= 2 years,None,<= 2 years
681,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,Bachelor,Technical Degree,Very High,Female,High,High,3,Research Director,High,Married,Very High,High,1,No,Average,Excellent,Medium,1,11 to 15 years,3,Better,Over 9 years,Over 7 years,Over 3 years,Over 7 years
682,Middle-Age,No,Non-Travel,Very High,Research & Development,Short,Bachelor,Life Sciences,High,Female,High,Medium,1,Laboratory Technician,Medium,Married,Low,Low,6,No,Very High,Outstanding,High,0,<= 6 years,3,Better,<= 3 years,<= 2 years,None,<= 2 years
683,Middle-Age,Yes,Travel_Rarely,Very High,Sales,Very Long,College,Marketing,High,Male,Low,Medium,1,Sales Representative,Medium,Married,Low,High,1,Yes,High,Excellent,High,3,<= 6 years,2,Better,<= 3 years,<= 2 years,None,<= 2 years
684,Middle-Age,No,Travel_Rarely,Very High,Sales,Long,Master,Marketing,Low,Male,High,Medium,3,Sales Executive,Medium,Divorced,Very High,Very High,2,No,Low,Excellent,Medium,1,11 to 15 years,2,Good,<= 3 years,<= 2 years,None,<= 2 years
685,Middle-Age,No,Travel_Frequently,Very High,Sales,Short,Bachelor,Medical,High,Male,Average,Medium,2,Sales Executive,Medium,Single,Average,Average,1,No,Low,Excellent,Medium,0,7 to 10 years,2,Better,6 to 9 years,4 to 7 years,None,4 to 7 years
686,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Bachelor,Medical,Very High,Male,Average,High,1,Laboratory Technician,High,Single,Average,Low,2,Yes,Average,Excellent,High,0,Over 15 years,3,Better,Over 9 years,Over 7 years,2 to 3 years,Over 7 years
687,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,Master,Medical,High,Male,High,High,1,Laboratory Technician,High,Single,Low,Average,4,No,Very High,Outstanding,High,0,Over 15 years,6,Better,Over 9 years,Over 7 years,2 to 3 years,Over 7 years
688,Young,Yes,Travel_Rarely,Very High,Sales,Very Long,Bachelor,Other,Very High,Male,Low,Medium,1,Sales Representative,Medium,Single,Low,Average,1,Yes,Average,Excellent,Medium,0,<= 6 years,3,Best,<= 3 years,<= 2 years,None,<= 2 years
689,Young,Yes,Travel_Rarely,Very High,Research & Development,Normal,Bachelor,Technical Degree,Low,Male,Very High,High,1,Laboratory Technician,High,Single,Average,Average,1,No,Very High,Excellent,Medium,0,<= 6 years,2,Better,<= 3 years,<= 2 years,None,<= 2 years
690,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Bachelor,Medical,Very High,Female,Low,High,2,Healthcare Representative,High,Married,High,High,0,Yes,Low,Excellent,High,2,7 to 10 years,2,Bad,6 to 9 years,4 to 7 years,Over 3 years,4 to 7 years
691,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Long,Master,Medical,Very High,Male,Low,High,1,Research Scientist,High,Divorced,Average,Very High,8,Yes,Average,Excellent,Very High,1,<= 6 years,2,Better,<= 3 years,<= 2 years,None,<= 2 years
692,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Master,Medical,High,Female,Very High,High,2,Manufacturing Director,High,Married,High,Average,1,No,Low,Excellent,High,1,7 to 10 years,2,Best,6 to 9 years,4 to 7 years,Over 3 years,3 years
693,Middle-Age,Yes,Travel_Rarely,Very High,Sales,Normal,Below College,Life Sciences,High,Male,Average,Medium,3,Sales Executive,Medium,Married,Very High,Low,1,Yes,Low,Excellent,Low,1,Over 15 years,6,Better,Over 9 years,4 to 7 years,2 to 3 years,4 to 7 years
694,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,Bachelor,Life Sciences,Medium,Female,Low,Medium,2,Healthcare Representative,Medium,Single,High,Average,0,No,Average,Excellent,Low,0,<= 6 years,3,Better,4 to 5 years,<= 2 years,1 year,Over 7 years
695,Middle-Age,Yes,Travel_Rarely,Very High,Sales,Short,Master,Life Sciences,Low,Male,Low,Medium,3,Sales Executive,Medium,Married,Very High,High,5,No,Low,Excellent,High,0,Over 15 years,2,Bad,Over 9 years,<= 2 years,Over 3 years,4 to 7 years
696,Middle-Age,No,Non-Travel,Very High,Research & Development,Normal,College,Life Sciences,High,Male,Average,High,2,Laboratory Technician,High,Married,Average,Very High,1,No,Low,Excellent,Medium,0,7 to 10 years,5,Good,6 to 9 years,4 to 7 years,None,Over 7 years
697,Middle-Age,No,Travel_Frequently,Very High,Sales,Very Long,Bachelor,Technical Degree,High,Female,Very High,High,1,Sales Representative,High,Married,Low,High,1,No,High,Excellent,Medium,1,<= 6 years,5,Better,<= 3 years,<= 2 years,None,<= 2 years
698,Middle-Age,No,Travel_Rarely,Very High,Sales,Very Long,Bachelor,Medical,High,Female,Very High,High,2,Sales Executive,High,Married,Average,Low,1,No,High,Excellent,Medium,0,<= 6 years,3,Better,4 to 5 years,<= 2 years,1 year,<= 2 years
699,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,College,Life Sciences,Very High,Male,High,High,4,Manager,High,Married,Very High,Average,2,No,High,Excellent,Medium,1,Over 15 years,2,Good,6 to 9 years,Over 7 years,Over 3 years,Over 7 years
700,Old,Yes,Travel_Rarely,Very High,Research & Development,Short,Bachelor,Technical Degree,Very High,Male,Average,High,1,Research Scientist,High,Single,Low,Very High,4,No,Very High,Outstanding,Low,0,7 to 10 years,4,Better,<= 3 years,<= 2 years,None,<= 2 years
701,Middle-Age,No,Travel_Rarely,Very High,Sales,Short,College,Medical,High,Male,Low,High,4,Manager,High,Divorced,Very High,Average,6,No,Average,Excellent,High,1,Over 15 years,3,Best,Over 9 years,Over 7 years,Over 3 years,<= 2 years
702,Middle-Age,No,Travel_Rarely,Very High,Sales,Long,College,Other,High,Male,Average,High,3,Sales Executive,High,Divorced,High,Average,5,No,Low,Excellent,Low,1,7 to 10 years,2,Best,6 to 9 years,4 to 7 years,Over 3 years,4 to 7 years
703,Middle-Age,No,Non-Travel,Very High,Sales,Long,Bachelor,Technical Degree,High,Female,Very High,High,2,Sales Executive,High,Single,High,High,1,Yes,Average,Excellent,Medium,0,<= 6 years,1,Better,4 to 5 years,3 years,1 year,3 years
704,Middle-Age,No,Travel_Rarely,Very High,Sales,Normal,Master,Life Sciences,Very High,Male,Very High,High,3,Sales Executive,High,Divorced,High,Low,6,No,Average,Excellent,Medium,1,11 to 15 years,2,Better,Over 9 years,Over 7 years,None,Over 7 years
705,Middle-Age,No,Travel_Rarely,Very High,Sales,Short,Doctor,Life Sciences,Low,Male,Low,Very High,3,Sales Executive,Very High,Single,High,Low,0,No,High,Excellent,Very High,0,7 to 10 years,3,Better,6 to 9 years,4 to 7 years,None,4 to 7 years
706,Middle-Age,Yes,Non-Travel,Very High,Sales,Very Long,Bachelor,Life Sciences,Medium,Female,Very High,Very High,4,Sales Executive,Very High,Single,Very High,High,4,Yes,High,Excellent,Very High,0,Over 15 years,2,Good,<= 3 years,<= 2 years,None,<= 2 years
707,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Very Long,Master,Medical,High,Male,Average,Very High,2,Manufacturing Director,Very High,Divorced,High,Low,1,Yes,Very High,Excellent,High,0,Over 15 years,3,Best,Over 9 years,Over 7 years,2 to 3 years,4 to 7 years
708,Middle-Age,No,Non-Travel,Very High,Sales,Long,Master,Technical Degree,Low,Male,Very High,High,2,Sales Executive,High,Divorced,High,Very High,4,No,Average,Excellent,Very High,2,11 to 15 years,3,Better,6 to 9 years,4 to 7 years,None,4 to 7 years
709,Middle-Age,Yes,Non-Travel,Very High,Research & Development,Long,College,Medical,High,Male,Low,Medium,1,Research Scientist,Medium,Single,Low,Average,0,Yes,Very High,Outstanding,Low,0,<= 6 years,0,Better,<= 3 years,<= 2 years,1 year,<= 2 years
710,Middle-Age,No,Non-Travel,Very High,Sales,Very Long,Bachelor,Life Sciences,Very High,Male,Low,High,4,Manager,High,Single,Very High,Very High,1,No,Low,Excellent,Very High,0,7 to 10 years,2,Better,Over 9 years,Over 7 years,Over 3 years,<= 2 years
711,Middle-Age,Yes,Travel_Rarely,Very High,Research & Development,Long,Bachelor,Life Sciences,Very High,Female,Very High,Medium,1,Research Scientist,Medium,Single,Low,Average,6,Yes,Very High,Outstanding,High,0,<= 6 years,5,Better,<= 3 years,<= 2 years,None,<= 2 years
712,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Below College,Life Sciences,Medium,Female,Average,High,1,Research Scientist,High,Single,Average,High,3,No,High,Excellent,Low,0,<= 6 years,4,Better,<= 3 years,<= 2 years,None,<= 2 years
713,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,Master,Medical,Very High,Female,Very High,High,1,Laboratory Technician,High,Divorced,Low,Average,3,No,Average,Excellent,Very High,2,7 to 10 years,2,Better,4 to 5 years,3 years,None,<= 2 years
714,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,College,Medical,Very High,Male,Average,High,4,Research Director,High,Divorced,Very High,Low,9,No,Very High,Outstanding,High,1,Over 15 years,1,Good,4 to 5 years,4 to 7 years,1 year,3 years
715,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Short,Master,Other,High,Female,Very High,Very High,2,Healthcare Representative,Very High,Married,High,High,1,Yes,Average,Excellent,Low,1,<= 6 years,2,Better,6 to 9 years,4 to 7 years,1 year,<= 2 years
716,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Long,Bachelor,Medical,Low,Male,Average,High,5,Research Director,High,Divorced,Very High,Low,2,No,High,Excellent,Medium,1,Over 15 years,2,Best,Over 9 years,Over 7 years,None,Over 7 years
717,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Master,Technical Degree,High,Female,Low,High,1,Laboratory Technician,High,Married,Low,Average,9,No,Average,Excellent,Medium,1,<= 6 years,2,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
718,Middle-Age,No,Non-Travel,Very High,Research & Development,Very Long,College,Life Sciences,Very High,Male,Low,High,2,Laboratory Technician,High,Married,Average,Average,1,Yes,High,Excellent,High,1,7 to 10 years,2,Better,6 to 9 years,Over 7 years,None,Over 7 years
719,Middle-Age,No,Travel_Rarely,Very High,Sales,Normal,College,Life Sciences,Very High,Female,High,High,2,Sales Executive,High,Single,Average,Average,1,Yes,High,Excellent,High,0,7 to 10 years,0,Better,6 to 9 years,<= 2 years,None,4 to 7 years
720,Middle-Age,Yes,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Life Sciences,Low,Female,Low,High,1,Research Scientist,High,Married,Low,Average,4,Yes,Low,Excellent,Medium,0,7 to 10 years,2,Better,4 to 5 years,<= 2 years,None,<= 2 years
721,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Life Sciences,Very High,Male,Very High,High,4,Manufacturing Director,High,Married,Very High,Low,3,Yes,High,Excellent,Very High,1,Over 15 years,2,Better,Over 9 years,Over 7 years,1 year,4 to 7 years
722,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Long,Below College,Medical,High,Male,Average,High,1,Research Scientist,High,Married,Low,Average,0,No,High,Excellent,Medium,1,<= 6 years,0,Good,<= 3 years,<= 2 years,None,<= 2 years
723,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,College,Medical,Very High,Male,High,High,3,Manufacturing Director,High,Divorced,Very High,Very High,6,No,Average,Excellent,Medium,1,11 to 15 years,3,Better,6 to 9 years,4 to 7 years,None,4 to 7 years
724,Young,No,Travel_Rarely,Very High,Research & Development,Very Long,Below College,Medical,Very High,Female,Low,Medium,2,Manufacturing Director,Medium,Divorced,Average,Very High,1,No,High,Excellent,Medium,2,<= 6 years,6,Better,4 to 5 years,<= 2 years,2 to 3 years,<= 2 years
725,Middle-Age,Yes,Travel_Rarely,Very High,Research & Development,Long,Master,Other,High,Male,Low,Medium,1,Laboratory Technician,Medium,Divorced,Average,Average,1,Yes,Very High,Outstanding,Very High,1,<= 6 years,2,Bad,4 to 5 years,<= 2 years,None,<= 2 years
726,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Short,Below College,Life Sciences,High,Female,Very High,High,2,Manufacturing Director,High,Married,Average,Average,1,No,Low,Excellent,High,1,<= 6 years,1,Better,4 to 5 years,3 years,None,3 years
727,Young,No,Non-Travel,Very High,Research & Development,Normal,College,Life Sciences,Medium,Male,High,High,1,Research Scientist,High,Single,Low,Average,1,No,High,Excellent,Very High,0,<= 6 years,2,Better,<= 3 years,<= 2 years,None,<= 2 years
728,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Technical Degree,High,Female,Average,High,3,Manufacturing Director,High,Married,Very High,Average,8,No,Low,Excellent,High,1,Over 15 years,2,Better,Over 9 years,4 to 7 years,None,Over 7 years
729,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Master,Medical,High,Female,Average,High,3,Healthcare Representative,High,Divorced,Very High,Low,1,Yes,Low,Excellent,High,1,Over 15 years,3,Good,Over 9 years,Over 7 years,Over 3 years,<= 2 years
730,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,College,Life Sciences,Medium,Female,High,Very High,3,Research Director,Very High,Married,Very High,High,0,Yes,Low,Excellent,High,3,7 to 10 years,4,Good,6 to 9 years,4 to 7 years,1 year,4 to 7 years
731,Young,Yes,Travel_Rarely,Very High,Research & Development,Long,Bachelor,Medical,Very High,Female,Very High,Medium,1,Research Scientist,Medium,Single,Low,High,1,Yes,High,Excellent,Low,0,<= 6 years,2,Better,<= 3 years,<= 2 years,None,<= 2 years
732,Middle-Age,Yes,Travel_Frequently,Very High,Research & Development,Normal,Bachelor,Medical,Medium,Female,Average,High,1,Laboratory Technician,High,Single,Low,Very High,0,No,High,Excellent,Low,0,<= 6 years,3,Better,<= 3 years,<= 2 years,1 year,<= 2 years
733,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,College,Medical,Very High,Male,Low,Very High,2,Manufacturing Director,Very High,Married,High,Low,1,No,Low,Excellent,Medium,0,7 to 10 years,2,Better,6 to 9 years,4 to 7 years,1 year,3 years
734,Young,No,Travel_Rarely,Very High,Research & Development,Long,Below College,Life Sciences,Medium,Male,Very High,Low,1,Laboratory Technician,Low,Married,Low,Low,1,No,High,Excellent,Low,1,<= 6 years,3,Good,4 to 5 years,3 years,1 year,<= 2 years
735,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Bachelor,Life Sciences,Low,Male,Very High,Medium,2,Healthcare Representative,Medium,Single,Average,Average,2,No,Average,Excellent,Very High,0,Over 15 years,0,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
736,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Master,Life Sciences,High,Male,High,Medium,3,Healthcare Representative,Medium,Single,Very High,Very High,7,No,Average,Excellent,Medium,0,Over 15 years,3,Better,Over 9 years,Over 7 years,Over 3 years,Over 7 years
737,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,College,Medical,Very High,Female,Low,High,2,Manufacturing Director,High,Single,High,Very High,6,No,Average,Excellent,Medium,0,7 to 10 years,6,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
738,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,Below College,Life Sciences,Very High,Female,Average,Medium,4,Manufacturing Director,Medium,Married,Very High,Low,1,No,High,Excellent,High,1,Over 15 years,3,Better,Over 9 years,4 to 7 years,Over 3 years,Over 7 years
739,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,Master,Life Sciences,Low,Female,Low,High,2,Manufacturing Director,High,Married,Average,Low,0,No,High,Excellent,Medium,1,<= 6 years,2,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
740,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Bachelor,Other,Medium,Male,Low,High,1,Laboratory Technician,High,Divorced,Average,Average,1,No,Very High,Outstanding,Low,1,<= 6 years,4,Good,<= 3 years,<= 2 years,1 year,<= 2 years
741,Middle-Age,No,Travel_Rarely,Very High,Sales,Normal,College,Marketing,Very High,Male,Very High,High,5,Manager,High,Married,Very High,Low,6,No,Average,Excellent,Medium,0,Over 15 years,3,Best,<= 3 years,<= 2 years,None,<= 2 years
742,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Bachelor,Life Sciences,Low,Male,Average,High,1,Laboratory Technician,High,Married,Low,High,4,No,High,Excellent,Medium,0,7 to 10 years,5,Better,<= 3 years,<= 2 years,None,<= 2 years
743,Old,No,Travel_Rarely,Very High,Research & Development,Short,Bachelor,Life Sciences,High,Female,High,Medium,4,Manufacturing Director,Medium,Single,Very High,Very High,3,Yes,Average,Excellent,Low,0,Over 15 years,4,Better,4 to 5 years,3 years,Over 3 years,3 years
744,Middle-Age,Yes,Travel_Rarely,Very High,Research & Development,Long,College,Medical,Low,Female,Average,Low,2,Healthcare Representative,Low,Married,Average,High,5,No,High,Excellent,Low,0,11 to 15 years,2,Bad,<= 3 years,<= 2 years,None,<= 2 years
745,Old,No,Travel_Frequently,Very High,Research & Development,Very Long,Master,Medical,High,Male,Average,High,2,Healthcare Representative,High,Married,High,Average,3,Yes,Average,Excellent,Very High,2,Over 15 years,3,Better,6 to 9 years,4 to 7 years,Over 3 years,4 to 7 years
746,Middle-Age,No,Non-Travel,Very High,Research & Development,Normal,Below College,Life Sciences,Medium,Female,Average,Low,5,Research Director,Low,Divorced,Very High,High,1,No,Very High,Outstanding,Medium,2,Over 15 years,3,Better,Over 9 years,Over 7 years,Over 3 years,Over 7 years
747,Middle-Age,No,Travel_Rarely,Very High,Sales,Normal,Master,Life Sciences,Medium,Male,Low,High,2,Sales Executive,High,Single,High,Low,8,Yes,Low,Excellent,High,0,Over 15 years,1,Better,<= 3 years,<= 2 years,None,<= 2 years
748,Middle-Age,Yes,Non-Travel,Very High,Sales,Very Long,College,Medical,Medium,Male,High,Low,2,Sales Executive,Low,Single,High,Very High,8,No,High,Excellent,Very High,0,7 to 10 years,6,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
749,Middle-Age,Yes,Travel_Rarely,Very High,Sales,Short,Below College,Marketing,Low,Female,Average,Low,5,Manager,Low,Married,Very High,Very High,1,No,High,Excellent,Very High,1,Over 15 years,3,Better,Over 9 years,Over 7 years,Over 3 years,Over 7 years
750,Middle-Age,No,Travel_Rarely,Very High,Sales,Very Long,Bachelor,Medical,Very High,Female,Average,Very High,4,Sales Executive,Very High,Married,Very High,Average,3,Yes,High,Excellent,High,1,Over 15 years,2,Better,Over 9 years,Over 7 years,Over 3 years,Over 7 years
751,Middle-Age,No,Non-Travel,Very High,Sales,Short,Bachelor,Life Sciences,Very High,Female,Very High,High,2,Sales Executive,High,Married,High,Very High,0,No,Low,Excellent,Low,1,Over 15 years,3,Better,Over 9 years,4 to 7 years,None,Over 7 years
752,Middle-Age,Yes,Travel_Rarely,Very High,Research & Development,Very Long,Master,Life Sciences,High,Female,Low,Very High,1,Laboratory Technician,Very High,Single,Low,Average,1,No,High,Excellent,High,0,Over 15 years,1,Better,Over 9 years,Over 7 years,Over 3 years,Over 7 years
753,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Very Long,Bachelor,Medical,Very High,Female,High,High,3,Manufacturing Director,High,Single,Very High,Low,1,Yes,Average,Excellent,High,0,Over 15 years,2,Better,Over 9 years,4 to 7 years,2 to 3 years,Over 7 years
754,Middle-Age,No,Non-Travel,Very High,Sales,Long,Below College,Life Sciences,Medium,Female,Very High,Medium,1,Sales Representative,Medium,Single,Low,Very High,0,No,Very High,Excellent,Very High,0,<= 6 years,2,Good,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
755,Middle-Age,No,Travel_Rarely,Very High,Sales,Long,College,Life Sciences,Very High,Female,Very High,High,4,Manager,High,Married,Very High,Low,3,No,Average,Excellent,Medium,1,Over 15 years,4,Best,6 to 9 years,3 years,1 year,<= 2 years
756,Middle-Age,No,Non-Travel,Very High,Research & Development,Very Long,Master,Medical,Very High,Female,High,High,1,Laboratory Technician,High,Single,Average,Average,9,No,Low,Excellent,Medium,0,7 to 10 years,2,Better,6 to 9 years,4 to 7 years,Over 3 years,4 to 7 years
757,Middle-Age,No,Travel_Rarely,Very High,Sales,Short,Master,Marketing,Medium,Male,High,Very High,2,Sales Executive,Very High,Divorced,Very High,Average,0,No,Low,Excellent,Very High,1,Over 15 years,2,Good,Over 9 years,<= 2 years,None,Over 7 years
758,Old,No,Travel_Rarely,Very High,Sales,Short,College,Technical Degree,Medium,Male,Average,High,3,Manager,High,Married,Very High,Average,3,Yes,Average,Excellent,High,1,11 to 15 years,1,Bad,6 to 9 years,4 to 7 years,None,Over 7 years
759,Middle-Age,No,Travel_Rarely,Very High,Human Resources,Very Long,Master,Medical,Medium,Male,Low,High,1,Human Resources,High,Single,Low,Average,1,No,High,Excellent,Low,0,<= 6 years,3,Better,6 to 9 years,3 years,None,Over 7 years
